fecha_de_muestreo,estaciones,ph,temperatura_c,color_upc,turbiedad_unt,solidos_totales_mg_sst_l,solidos_suspendidos_totales,solidos_disueltos_mg_sd_l,demanda_bioquimica_de_oxigeno,demanda_quimica_de_oxigeno,oxigeno_disuelto_mg_o2_l,dureza_total_mg_caco3_l,dureza_calcica_mg_caco3_l,dureza_magnesica_mg_caco3,calcio_mg_ca_l,magnesio_mg_mg_l,alcalinidad_total_mg_caco3,bicarbonatos_mg_caco3_l,conductividad_el_ctrica_s,hierro_total_mg_fe_l,manganeso_total_mg_mn_l,sodio_total_mg_na_l,potasio_total_mg_k_l,cobre_total_mg_cu_l,zinc_total_mg_zn_l,nitrogeno_total_mg_n_l,nitrogeno_amoniacal_mg_n,nitritos_mg_n_no2_l,nitratos_mg_n_no3_l,cloruros_mg_cl_l,fosforo_total_mg_p_l,fosfatos_mg_po4_l,sulfatos_mg_so4_l,cadmio_total_mg_cd_l,cromo_total_mg_cr_l,niquel_total_mg_ni_l,plomo_total_mg_pb_l,coliformes_totales_nmp_100,coliformes_fecales_nmp_100,contaminacion_metalica
1990-05-09 00:00:00,PUENTE HORMIGUERO,6.8,22.022321063394685,135.2800688559322,134.0445138226883,372.0,315.0,57.0,0.7,18.7,6.3,42.0,20.0,22.0,8.0,5.3,18.9,23.0,85.8,12.0,0.25,5.93,1.57,0.0,0.066,2.149131295399516,0.29,0.002,0.05,4.0,0.21,0.02,18.0,0.2055905982905983,0.1650573631840796,0.0,0.0,241000.0,241000.0,bajo
1990-05-09 00:00:00,PASO DE LA BOLSA,6.9,22.022321063394685,135.2800688559322,134.0445138226883,187.0,118.0,69.0,1.6,64.8,6.5,36.0,14.0,22.0,5.6,5.3,16.8,20.5,71.7,6.35,0.18,4.98,1.25,0.013,0.07,2.149131295399516,0.29,0.004,0.12,5.0,0.08,0.035,16.0,0.2055905982905983,0.1650573631840796,0.0,0.0,955100.0,231000.0,bajo
1990-05-09 00:00:00,ANTES RIO TIMBA,6.8,22.022321063394685,135.2800688559322,134.0445138226883,181.0,109.0,72.0,2.8,6.2,6.9,36.0,16.0,20.0,6.4,4.8,16.8,20.5,69.5,15.5,0.21,4.97,1.32,0.043,0.04,2.149131295399516,0.29,0.004,0.06,4.0,0.11,0.045,16.5,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,241000000.0,24100.0,medio
1990-05-09 00:00:00,ANTES SUAREZ,6.6,22.022321063394685,135.2800688559322,134.0445138226883,157.0,29.3,127.7,0.5,5.2,5.6,30.0,18.0,12.0,7.2,2.9,12.6,15.4,73.9,2.65,0.4,4.66,1.14,0.0,0.021,0.41,0.49,0.003,0.06,5.0,0.042,0.0944747508305648,19.0,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100.0,23.0,bajo
1990-05-10 00:00:00,PASO DE LA TORRE,7.0,22.022321063394685,135.2800688559322,100.0,280.0,203.0,77.0,3.8,20.0,4.8,48.0,28.0,20.0,11.2,4.8,29.4,35.9,111.8,0.09,0.32,7.17,1.88,0.0,0.071,2.149131295399516,0.32,0.0058,0.078,6.0,0.27,0.02,15.0,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,2410000.0,2410000.0,bajo
1990-05-10 00:00:00,JUANCHITO,7.2,22.022321063394685,135.2800688559322,220.0,638.0,243.3,394.7,1.6,24.0,5.3,58.0,18.0,40.0,7.2,9.6,23.1,28.2,82.2,26.24,0.63,7.49,2.95,0.025,0.0,2.149131295399516,0.29,0.002,0.05,3.0,0.268,0.01,5.0,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,241000.0,241000.0,medio
1990-05-10 00:00:00,PASO DEL COMERCIO,7.0,22.022321063394685,135.2800688559322,180.0,530.0,435.0,95.0,2.3,24.0,5.2,40.0,20.0,20.0,8.0,4.8,21.0,25.6,88.5,22.2,0.39,6.25,2.58,0.006,0.08,2.149131295399516,0.2,0.001,0.07,5.0,0.21,0.015,25.2,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,9551000.0,9551000.0,medio
1990-05-10 00:00:00,PUERTO ISAACS,7.0,22.022321063394685,135.2800688559322,120.0,350.0,246.0,104.0,1.8,16.0,4.7,42.0,24.0,18.0,9.6,4.3,25.2,30.7,124.34224043715848,10.4,0.27,6.7,1.93,0.0,0.038,2.149131295399516,0.2,0.001,0.1,7.027014272559852,0.001,0.01,20.3,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,2410000.0,24100.0,medio
1990-05-10 00:00:00,VIJES,7.0,22.022321063394685,135.2800688559322,134.0445138226883,220.0,147.0,73.0,1.9,17.7,2.8,48.0,28.0,20.0,11.2,4.8,33.6,41.0,113.4,8.19,0.27,6.82,1.59,0.0,0.014,2.149131295399516,0.29,0.008,0.038,6.0,0.24,0.045,16.6,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,2410000.0,2410000.0,bajo
1990-05-10 00:00:00,YOTOCO,7.5,22.022321063394685,135.2800688559322,134.0445138226883,308.0,271.0,37.0,1.9,20.8,2.8,50.0,28.0,22.0,11.2,5.3,35.7,43.6,164.3,10.73,0.35,8.19,1.88,0.0,0.048,2.149131295399516,0.29,0.006,0.03,6.0,0.23,0.037,29.5,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,2410000.0,2410000.0,medio
1990-05-10 00:00:00,MEDIACANOA,7.1,22.022321063394685,135.2800688559322,134.0445138226883,526.0,466.0,0.0,2.1,36.4,2.5,74.0,32.0,42.0,12.8,10.0,35.7,43.6,127.0,16.6,0.43,7.53,2.11,0.0,0.038,2.149131295399516,0.39,0.008,0.038,6.0,0.285,0.005,18.0,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100000.0,2410000.0,medio
1990-05-16 00:00:00,PUENTE GUAYABAL,6.6,22.022321063394685,135.2800688559322,134.0445138226883,546.0,129.9,218.5,1.3,23.9,2.6,64.4,30.0,34.5,11.9,8.2,37.8,61.0,122.4,15.57,0.42,6.92,1.98,0.0,0.025,2.149131295399516,0.29,0.006,0.13,4.0,0.32,0.023,14.5,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,2410000.0,2410000.0,medio
1990-05-16 00:00:00,LA VICTORIA,6.7,22.022321063394685,135.2800688559322,134.0445138226883,592.0,488.7,103.3,0.1,23.9,2.3,64.4,27.6,27.6,14.7,6.6,42.0,42.92533364226135,117.0,16.68,0.45,6.64,20.5,0.0,0.026,2.149131295399516,0.24,0.005,0.14,5.0,0.395,0.018,15.8,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100.0,24100.0,medio
1990-05-16 00:00:00,RIOFRIO,6.6,22.022321063394685,135.2800688559322,134.0445138226883,592.0,250.0,242.0,3.3,31.2,15.0,55.2,36.8,27.6,11.0,6.6,37.8,42.92533364226135,116.3,13.6,0.37,7.58,2.35,0.0,0.03,2.149131295399516,0.35,0.004,0.05,5.0,0.445,0.14,17.0,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,241000.0,241000.0,medio
1990-07-12 00:00:00,JUANCHITO,7.0,22.022321063394685,135.2800688559322,70.0,109.0,161.36390374331552,117.46439981743497,5.006723766816144,28.351103633916555,5.8,49.35430687586525,27.36045685279188,23.80671435163821,11.880739270881405,6.324033225657591,37.52838814265864,42.92533364226135,124.34224043715848,8.36,0.11,6.530319075712881,1.9591066997518607,0.037,0.01,2.149131295399516,0.879910692853246,0.003,0.16,5.0,0.195,0.0944747508305648,15.2,0.0,0.0,0.0,0.0,2410000.0,2410000.0,bajo
1990-07-12 00:00:00,VIJES,7.2,22.022321063394685,135.2800688559322,88.0,275.1855697356427,114.0,117.46439981743497,5.006723766816144,28.351103633916555,1.9,49.35430687586525,27.36045685279188,23.80671435163821,11.880739270881405,6.324033225657591,24.0,42.92533364226135,124.34224043715848,1.33,0.15,6.530319075712881,1.9591066997518607,0.041,0.01,2.149131295399516,0.879910692853246,0.012,0.062,6.0,0.252,0.0944747508305648,18.2,0.0,0.0,0.0,0.0,2410000.0,2410000.0,bajo
1990-07-25 00:00:00,ANTES RIO OVEJAS,6.5,22.022321063394685,135.2800688559322,3.0,91.0,6.1,84.9,1.7,17.7,4.0,34.5,13.8,20.7,5.5,5.0,12.0,14.6,84.0,2.05,0.1,6.46,1.67,0.002,0.03,2.149131295399516,0.0,0.0,0.02,6.5,0.1,0.02,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.0,2410000.0,2410000.0,bajo
1990-07-25 00:00:00,ANTES RIO TIMBA,6.7,22.022321063394685,135.2800688559322,9.0,106.0,7.9,98.1,0.1,1.46,5.5,32.2,16.1,16.1,6.4,3.9,18.0,22.0,83.4,2.68,0.02,5.98,1.4,0.003,0.04,2.149131295399516,0.57,0.004,0.01,6.9,0.05,0.012,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.0,24100.0,24100.0,bajo
1990-07-25 00:00:00,PASO DE LA BOLSA,7.1,22.022321063394685,135.2800688559322,15.0,98.0,32.3,65.7,1.0,23.9,6.0,36.8,18.4,18.4,7.4,4.4,18.0,22.0,83.4,3.89,0.03,6.87,1.37,0.0,0.0,2.149131295399516,0.62,0.004,0.02,5.5,1.32,0.028,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.0,2410000.0,24100.0,bajo
1990-07-25 00:00:00,PUENTE HORMIGUERO,7.3,22.022321063394685,135.2800688559322,23.0,145.0,39.5,105.5,0.3,18.7,5.8,41.4,23.0,18.4,9.2,4.4,20.0,24.4,92.5,5.52,0.02,7.29,1.65,0.0,0.04,2.149131295399516,0.39,0.0062,0.02,5.2,0.12,0.03,18.36855519877676,0.2055905982905983,0.1650573631840796,1.8,0.0,24100000.0,24100000.0,bajo
1990-07-25 00:00:00,ANTES INTERCEPTOR SUR,6.8,22.022321063394685,135.2800688559322,82.0,383.0,182.5,200.5,19.5,180.0,0.0,110.4,64.4,46.0,25.8,11.0,88.0,107.4,319.5,10.72,0.53,18.9,3.78,0.0,0.04,2.149131295399516,5.5,0.016,0.03,20.0,2.3,0.42,18.36855519877676,0.2055905982905983,0.1650573631840796,7.7,0.0,241000000000000.0,241000000000000.0,medio
1990-07-25 00:00:00,ANTES SUAREZ,6.6,22.022321063394685,135.2800688559322,2.6,84.0,4.6,4.6,1.5,20.8,3.8,32.2,9.2,23.0,3.7,5.5,12.0,14.6,84.0,1.73,0.05,7.08,1.47,0.0,0.02,2.149131295399516,0.37,0.0,0.03,7.1,0.06,0.03,18.36855519877676,0.2055905982905983,0.1650573631840796,0.01,0.0,2410.0,2410.0,bajo
1990-07-25 00:00:00,PASO DE LA BALSA,7.1,22.022321063394685,135.2800688559322,2.8,70.0,3.6,66.4,0.7,14.6,6.6,32.2,11.5,20.7,4.6,5.0,16.0,19.5,82.0,2.21,0.14,6.56,1.48,0.015,0.03,2.149131295399516,0.19,0.002,0.02,5.4,0.11,0.02,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.0,2410.0,2410.0,bajo
1990-07-26 00:00:00,PASO DE LA TORRE,7.0,22.022321063394685,135.2800688559322,30.0,233.0,85.0,148.0,4.8,36.4,0.4,58.1,32.2,52.9,12.9,12.7,40.0,48.8,163.2,4.36,0.12,9.05,2.76,0.0,0.085,2.149131295399516,0.28,0.012,0.02,9.2,0.25,0.05,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,2410000.0,2410000.0,medio
1990-07-26 00:00:00,JUANCHITO,7.1,22.022321063394685,135.2800688559322,33.0,173.0,62.0,111.0,0.8,15.6,5.0,57.5,18.4,39.1,7.4,9.4,26.0,31.7,95.9,5.97,0.11,4.55,1.93,0.035,0.039,2.149131295399516,0.09,0.003,0.01,5.8,0.15,0.025,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,2410000.0,2410000.0,medio
1990-07-26 00:00:00,MEDIACANOA,7.0,22.022321063394685,135.2800688559322,30.0,220.0,93.0,127.0,2.6,22.9,0.9,82.8,39.1,43.7,15.6,10.5,152.0,185.4,134.0,6.23,0.19,8.03,2.8,0.0,0.211,2.149131295399516,0.5,0.012,0.01,8.2,0.15,0.05,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,2410000.0,2410000.0,medio
1990-07-26 00:00:00,YOTOCO,6.6,22.022321063394685,135.2800688559322,40.0,201.0,56.0,145.0,2.0,17.7,0.6,78.2,32.2,46.0,12.9,11.0,42.0,51.2,161.6,5.43,0.19,8.39,2.68,0.002,0.052,2.149131295399516,0.75,0.01,0.018,9.6,0.21,0.04,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100.0,24100.0,medio
1990-07-26 00:00:00,VIJES,6.9,22.022321063394685,135.2800688559322,25.0,169.0,50.0,119.0,3.4,19.8,0.0,75.9,27.6,48.3,11.0,11.6,42.0,51.2,156.4,2.87,0.13,8.4,2.65,0.0,0.127,2.149131295399516,0.65,0.028,0.022,8.7,0.25,0.055,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,241000.0,241000.0,medio
1990-07-26 00:00:00,PASO DEL COMERCIO,7.0,22.022321063394685,135.2800688559322,26.0,189.0,61.6,127.4,2.6,27.0,4.5,57.5,23.0,34.5,9.2,8.3,28.0,34.2,115.8,5.19,0.11,5.15,1.82,0.0,0.043,2.149131295399516,0.19,0.003,0.05,5.3,0.25,0.045,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,2410000.0,2410000.0,bajo
1990-07-26 00:00:00,PUERTO ISAACS,7.1,22.022321063394685,135.2800688559322,35.0,203.0,65.0,138.0,15.0,16.6,3.0,59.8,20.7,39.1,8.3,9.4,28.0,34.2,123.7,3.94,0.11,5.97,1.89,0.0,0.035,2.149131295399516,0.37,0.008,0.02,7.0,0.15,0.045,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,2410000.0,2410000.0,bajo
1990-08-01 00:00:00,LA VICTORIA,6.9,22.022321063394685,135.2800688559322,69.0,245.0,79.2,165.8,4.6,21.8,2.0,85.1,46.0,39.1,18.4,9.4,50.0,61.0,110.0,7.0,0.45,5.2,2.1,0.036,0.06,2.149131295399516,0.19,0.038,0.18,8.9,0.24,0.055,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,241000.0,24100.0,medio
1990-08-01 00:00:00,PUENTE LA VIRGINIA,6.7,22.022321063394685,135.2800688559322,45.0,260.0,91.3,168.7,4.5,21.8,3.2,131.1,126.5,4.6,50.6,1.1,56.0,68.3,137.0,5.2,0.12,6.5,2.0,0.03,0.02,2.149131295399516,0.23,0.027,0.18,8.7,0.2,0.01,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100000.0,24100000.0,bajo
1990-08-01 00:00:00,ANACARO,6.8,22.022321063394685,135.2800688559322,73.0,321.0,137.8,183.2,4.7,27.0,2.0,89.7,48.3,41.4,19.3,9.9,50.0,61.0,140.0,5.9,0.28,8.8,1.8,0.028,0.05,2.149131295399516,0.37,0.052,0.22,8.6,0.28,0.02,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,2410.0,2410.0,medio
1990-08-09 00:00:00,RIOFRIO,7.1,22.022321063394685,135.2800688559322,45.0,211.0,100.0,111.0,2.0,22.9,2.0,66.5,34.5,32.2,13.8,7.7,34.0,41.5,151.5,6.84,0.19,8.2,2.62,0.022,0.039,2.149131295399516,0.45,0.07,0.13,8.0,0.2,0.022,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,241000.0,2410.0,medio
1990-08-09 00:00:00,PUENTE GUAYABAL,7.1,22.022321063394685,135.2800688559322,41.0,283.0,161.36390374331552,153.1,3.7,8.3,2.2,75.9,39.1,36.8,15.6,8.8,38.0,46.4,160.0,3.87,0.19,8.0,3.02,0.015,0.056,2.149131295399516,0.19,0.032,0.16,9.6,0.3,0.022,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100.0,24100.0,medio
1990-08-09 00:00:00,MEDIACANOA,7.5,22.022321063394685,135.2800688559322,32.5,218.0,16.0,202.0,2.2,16.6,0.9,62.1,34.5,27.6,13.8,6.6,30.0,36.6,145.0,5.04,0.13,8.02,2.42,0.009,0.021,2.149131295399516,0.9,0.012,0.1,10.0,0.14,0.03,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0,0.1487426624737945,24100.0,24100.0,bajo
